Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity,EpiphytePerAreagcm2,EpiphytePerAreamgcm2,CanopyHeight,Epifauna_all,Epifauna_large,TempAnomWarm_April,TempAnomWarm_May,EpiphytePerAreaMeadowMg,TempAnomWarm_June,MonthlyMeanTemp_June,DensityLog,Ampithoid_all,Ampithoid_large,Lacuna_all,Lacuna_large,Idoteid_all,Idoteid_large,Latitude,Richness_all,Richness_large,TidalHeightBinary,YearBinary,Meadow
m8,2021-07-23,BC.C.5.L.17,BC,C,L,5,17,493,5,98,392,5,0,N,N,0,19.6,NA,2021,5,0,0,NA,19.6,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m12,2021-07-23,BC.C.5.L.18,BC,C,L,5,18,409,4,60,323,4,0,N,N,0,12.92,NA,2021,5,0,0,NA,12.92,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m16,2021-07-23,BC.C.5.L.19,BC,C,L,5,19,441,4,86,357,3,1,N,N,0,10.71,possible lesion,2021,4,1,0.0862565248,13.5357665024,13.6220230272,0.00633213764414917,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m20,2021-07-23,BC.C.5.L.20,BC,C,L,5,20,566,6,108,409,6,0,N,N,0,24.54,NA,2021,5,0,0,NA,24.54,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m4,2021-07-23,BC.C.6.L.16,BC,C,L,6,16,752,6,132,470,5,1,Y,Y,0,23.5,NA,2021,5,1,5.8720055104,7.3985374592,23.5,0.249872574910638,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m8,2021-07-23,BC.C.6.L.17,BC,C,L,6,17,869,6,195,340,6,1,N,Y,0,20.4,NA,2021,5,1,3.7094440512,10.4392867008,20.4,0.181835492705882,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m12,2021-07-23,BC.C.6.L.18,BC,C,L,6,18,911,6,194,549,5,1,Y,Y,0,27.45,NA,2021,4,1,0.414024128,13.0311172928,27.45,0.0150828461930783,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m16,2021-07-23,BC.C.6.L.19,BC,C,L,6,19,800,6,185,632,6,1,Y,Y,0,37.92,NA,2021,5,1,8.6505874112,6.7824451072,37.92,0.228127305147679,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m20,2021-07-23,BC.C.6.L.20,BC,C,L,6,20,820,6,171,648,6,0,N,N,0,38.88,NA,2021,5,0,0,NA,38.88,0,0,0,0.5546,-0.3040370432999417,-0.31946220841384315,10.53445454545456,0.4410303030302991,0,25.1368888888888,13.166633333333332,2.59420833214068,-1.8708549444130753,-1.8708549444130753,-1.1239412382937486,-1.1471246842926566,-1.7824598771196334,-1.7824598771196334,51.807986666666665,15,15,0,1,BC_C
m4,2021-07-24,BC.E.1.U.16,BC,E,U,1,16,256,2,42,218,2,0,N,N,0,4.36,NA,2021,4,0,0,NA,4.36,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m8,2021-07-24,BC.E.1.U.17,BC,E,U,1,17,173,2,33,141,2,0,N,N,0,2.82,NA,2021,5,0,0,NA,2.82,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m12,2021-07-24,BC.E.1.U.18,BC,E,U,1,18,117,1,50,83,1,0,N,N,0,0.83,NA,2021,3,0,0,NA,0.83,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m16,2021-07-24,BC.E.1.U.19,BC,E,U,1,19,154,2,24,130,2,0,N,N,0,2.6,NA,2021,4,0,0,NA,2.6,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m20,2021-07-24,BC.E.1.U.20,BC,E,U,1,20,160,2,30,126,2,0,N,N,0,2.52,NA,2021,3,0,0,NA,2.52,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m4,2021-07-24,BC.E.2.U.16,BC,E,U,2,16,245,2,34,198,2,0,N,N,0,3.96,NA,2021,5,0,0,NA,3.96,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m8,2021-07-24,BC.E.2.U.17,BC,E,U,2,17,332,3,58,280,3,0,N,N,0,8.4,NA,2021,4,0,0,NA,8.4,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m12,2021-07-24,BC.E.2.U.18,BC,E,U,2,18,282,3,52,230,3,0,Y,N,0,6.9,NA,2021,3,0,0,NA,6.9,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m16,2021-07-24,BC.E.2.U.19,BC,E,U,2,19,304,2,54,243,2,0,N,N,0,4.86,NA,2021,5,0,0,NA,4.86,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m20,2021-07-24,BC.E.2.U.20,BC,E,U,2,20,349,2,73,254,3,0,N,N,0,7.62,NA,2021,4,0,0,NA,7.62,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m4,2021-07-24,BC.E.3.U.16,BC,E,U,3,16,282,2,38,157,2,0,N,N,0,3.14,NA,2021,5,0,0,NA,3.14,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m8,2021-07-24,BC.E.3.U.17,BC,E,U,3,17,256,2,60,188,2,0,N,N,0,3.76,NA,2021,3,0,0,NA,3.76,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m12,2021-07-24,BC.E.3.U.18,BC,E,U,3,18,290,2,58,234,2,0,N,Y,0,4.68,NA,2021,4,0,0,NA,4.68,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m16,2021-07-24,BC.E.3.U.19,BC,E,U,3,19,320,3,58,263,3,0,N,N,0,7.89,NA,2021,5,0,0,NA,7.89,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m20,2021-07-24,BC.E.3.U.20,BC,E,U,3,20,354,4,70,299,2,0,N,N,0,5.98,NA,2021,5,0,0,NA,5.98,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,1,1,BC_E
m4,2021-07-24,BC.E.4.L.16,BC,E,L,4,16,446,4,84,363,4,0,N,N,0,14.52,NA,2021,4,0,0,NA,14.52,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m8,2021-07-24,BC.E.4.L.17,BC,E,L,4,17,532,4,94,441,4,0,N,N,0,17.64,NA,2021,4,0,0,NA,17.64,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m12,2021-07-24,BC.E.4.L.18,BC,E,L,4,18,419,3,96,332,4,0,N,N,0,13.28,NA,2021,4,0,0,NA,13.28,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m16,2021-07-24,BC.E.4.L.19,BC,E,L,4,19,524,5,86,430,5,0,N,N,0,21.5,NA,2021,4,0,0,NA,21.5,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m20,2021-07-24,BC.E.4.L.20,BC,E,L,4,20,406,3,84,334,3,0,N,N,0,10.02,NA,2021,4,0,0,NA,10.02,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m4,2021-07-24,BC.E.5.L.16,BC,E,L,5,16,405,4,82,326,4,0,N,N,0,13.04,NA,2021,4,0,0,NA,13.04,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m8,2021-07-24,BC.E.5.L.17,BC,E,L,5,17,511,4,100,408,4,0,N,N,0,16.32,NA,2021,4,0,0,NA,16.32,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m12,2021-07-24,BC.E.5.L.18,BC,E,L,5,18,447,4,86,362,4,0,N,N,0,14.48,NA,2021,4,0,0,NA,14.48,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m16,2021-07-24,BC.E.5.L.19,BC,E,L,5,19,296,2,60,236,2,0,N,N,0,4.72,NA,2021,4,0,0,NA,4.72,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m20,2021-07-24,BC.E.5.L.20,BC,E,L,5,20,324,3,76,244,2,0,N,N,0,4.88,NA,2021,4,0,0,NA,4.88,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m4,2021-07-24,BC.E.6.L.16,BC,E,L,6,16,389,4,71,298,4,0,N,N,0,11.92,NA,2021,5,0,0,NA,11.92,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m8,2021-07-24,BC.E.6.L.17,BC,E,L,6,17,374,4,52,290,3,0,N,N,0,8.7,NA,2021,4,0,0,NA,8.7,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m12,2021-07-24,BC.E.6.L.18,BC,E,L,6,18,290,4,56,229,3,0,Y,N,0,6.87,snail grazing,2021,4,0,0,NA,6.87,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m16,2021-07-24,BC.E.6.L.19,BC,E,L,6,19,272,4,62,220,3,0,N,N,0,6.6,NA,2021,4,0,0,NA,6.6,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m20,2021-07-24,BC.E.6.L.20,BC,E,L,6,20,482,5,108,392,5,0,N,N,0,19.6,NA,2021,5,0,0,NA,19.6,0,0,0,0.3974,0.07291191049670451,0.07291191049670451,9.664020202020202,0.12193939393939957,0,25.865272727273,13.223666666666666,2.6444385894678386,-1.6106367586936823,-1.6106367586936823,-1.2842024887698422,-1.2842024887698422,-1.8303718896083911,-1.8303718896083911,51.89405166666667,21,21,0,1,BC_E
m4,2021-07-25,BC.B.1.U.16,BC,B,U,1,16,620,5,124,486,5,0,N,N,0,24.3,trace diatoms,2021,4,0,0,NA,24.3,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m8,2021-07-25,BC.B.1.U.17,BC,B,U,1,17,1181,6,206,330,7,0,N,Y,0,23.1,trace diatoms,2021,6,0,0,NA,23.1,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m12,2021-07-25,BC.B.1.U.18,BC,B,U,1,18,858,7,182,682,7,0,Y,N,0.0433000000000003,47.74,NA,2021,5,0,0,NA,47.74,0,9.069962295768809e-4,0.9069962295768809,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m16,2021-07-25,BC.B.1.U.19,BC,B,U,1,19,884,6,174,636,6,0,N,N,NA,38.16,"lost epiphyte tin (off side of dock), trace diatoms",2021,4,0,0,NA,38.16,0,NA,NA,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m20,2021-07-25,BC.B.1.U.20,BC,B,U,1,20,350,4,70,260,4,0,N,N,0,10.4,trace diatoms,2021,5,0,0,NA,10.4,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m4,2021-07-25,BC.B.2.U.16,BC,B,U,2,16,1306,8,225,1075,7,0,N,N,0.0979999999999999,75.25,NA,2021,5,0,0,NA,75.25,0,0.0013023255813953477,1.3023255813953476,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m8,2021-07-25,BC.B.2.U.17,BC,B,U,2,17,1214,7,220,904,7,0,N,N,0.0526000000000004,63.28,NA,2021,5,0,0,NA,63.28,0,8.312262958280721e-4,0.8312262958280722,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m12,2021-07-25,BC.B.2.U.18,BC,B,U,2,18,1259,5,209,889,5,0,N,N,0,44.45,trace diatoms,2021,5,0,0,NA,44.45,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m16,2021-07-25,BC.B.2.U.19,BC,B,U,2,19,786,7,152,830,6,1,Y,N,0,49.8,"had epiphytes but forgot to keep, trace diatoms",2021,3,1,7.633828288,2.6471836224,49.8,0.153289724658635,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m20,2021-07-25,BC.B.2.U.20,BC,B,U,2,20,1020,7,198,810,7,1,N,Y,0.0127000000000002,56.7,NA,2021,4,1,2.2061571392,5.7551511104,56.7,0.0389092969876543,2.2398589065256085e-4,0.22398589065256086,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m4,2021-07-25,BC.B.3.U.16,BC,B,U,3,16,1203,8,222,957,8,0,N,N,0,76.56,trace diatoms,2021,6,0,0,NA,76.56,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m8,2021-07-25,BC.B.3.U.17,BC,B,U,3,17,1230,8,212,902,8,0,Y,Y,0,72.16,trace diatoms,2021,6,0,0,NA,72.16,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
m12,2021-07-25,BC.B.3.U.18,BC,B,U,3,18,1374,8,226,105,8.5,0,Y,N,0,8.925,trace diatoms,2021,6,0,0,NA,8.925,0,0,0,1.3477999999999999,-0.2308212466653753,-0.2657995273992972,9.379686868686855,0.19043434343429944,0.16907631172324694,28.0367171717172,13.365,1.7546031286088541,-1.9296882048250672,-1.9296882048250672,-1.7578787569723033,-1.7888866751105166,-2,-2,51.770636499999995,31,28,1,1,BC_B
